SQUADRA,BAUDI
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Giovanni_Truppi', 'Matteo_Romano')",82
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Giovanni_Truppi', 'Michele_Bravi')",91
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Giovanni_Truppi', 'Noemi')",92
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Giovanni_Truppi', 'Rkomi')",84
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Giovanni_Truppi', 'Sangiovanni')",94
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Giovanni_Truppi', 'Tananai')",84
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Giovanni_Truppi', 'Yuman')",82
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Giusy_Ferreri', 'Highsnob_e_Hu')",85
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Giusy_Ferreri', 'Irama')",95
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Giusy_Ferreri', 'Iva_Zanicchi')",84
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista')",89
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Giusy_Ferreri', 'Le_Vibrazioni')",91
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Giusy_Ferreri', 'Massimo_Ranieri')",90
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Giusy_Ferreri', 'Matteo_Romano')",84
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Giusy_Ferreri', 'Michele_Bravi')",93
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Giusy_Ferreri', 'Noemi')",94
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Giusy_Ferreri', 'Rkomi')",86
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Giusy_Ferreri', 'Sangiovanni')",96
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Giusy_Ferreri', 'Tananai')",86
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Giusy_Ferreri', 'Yuman')",84
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Highsnob_e_Hu', 'Irama')",92
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Highsnob_e_Hu', 'Iva_Zanicchi')",81
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista')",86
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Highsnob_e_Hu', 'Le_Vibrazioni')",88
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Highsnob_e_Hu', 'Massimo_Ranieri')",87
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Highsnob_e_Hu', 'Matteo_Romano')",81
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Highsnob_e_Hu', 'Michele_Bravi')",90
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Highsnob_e_Hu', 'Noemi')",91
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Highsnob_e_Hu', 'Rkomi')",83
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Highsnob_e_Hu', 'Sangiovanni')",93
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Highsnob_e_Hu', 'Tananai')",83
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Highsnob_e_Hu', 'Yuman')",81
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Irama', 'Iva_Zanicchi')",91
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Irama', 'La_Rappresentante_di_Lista')",96
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Irama', 'Le_Vibrazioni')",98
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Irama', 'Massimo_Ranieri')",97
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Irama', 'Matteo_Romano')",91
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Irama', 'Michele_Bravi')",100
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Irama', 'Rkomi')",93
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Irama', 'Tananai')",93
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Irama', 'Yuman')",91
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista')",85
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Iva_Zanicchi', 'Le_Vibrazioni')",87
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Iva_Zanicchi', 'Massimo_Ranieri')",86
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Iva_Zanicchi', 'Matteo_Romano')",80
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Iva_Zanicchi', 'Michele_Bravi')",89
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Iva_Zanicchi', 'Noemi')",90
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Iva_Zanicchi', 'Rkomi')",82
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Iva_Zanicchi', 'Sangiovanni')",92
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Iva_Zanicchi', 'Tananai')",82
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Iva_Zanicchi', 'Yuman')",80
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni')",92
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri')",91
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'La_Rappresentante_di_Lista', 'Matteo_Romano')",85
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'La_Rappresentante_di_Lista', 'Michele_Bravi')",94
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'La_Rappresentante_di_Lista', 'Noemi')",95
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'La_Rappresentante_di_Lista', 'Rkomi')",87
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'La_Rappresentante_di_Lista', 'Sangiovanni')",97
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'La_Rappresentante_di_Lista', 'Tananai')",87
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'La_Rappresentante_di_Lista', 'Yuman')",85
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Le_Vibrazioni', 'Massimo_Ranieri')",93
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Le_Vibrazioni', 'Matteo_Romano')",87
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Le_Vibrazioni', 'Michele_Bravi')",96
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Le_Vibrazioni', 'Noemi')",97
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Le_Vibrazioni', 'Rkomi')",89
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Le_Vibrazioni', 'Sangiovanni')",99
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Le_Vibrazioni', 'Tananai')",89
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Le_Vibrazioni', 'Yuman')",87
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Massimo_Ranieri', 'Matteo_Romano')",86
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Massimo_Ranieri', 'Michele_Bravi')",95
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Massimo_Ranieri', 'Noemi')",96
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Massimo_Ranieri', 'Rkomi')",88
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Massimo_Ranieri', 'Sangiovanni')",98
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Massimo_Ranieri', 'Tananai')",88
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Massimo_Ranieri', 'Yuman')",86
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Matteo_Romano', 'Michele_Bravi')",89
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Matteo_Romano', 'Noemi')",90
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Matteo_Romano', 'Rkomi')",82
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Matteo_Romano', 'Sangiovanni')",92
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Matteo_Romano', 'Tananai')",82
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Matteo_Romano', 'Yuman')",80
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Michele_Bravi', 'Noemi')",99
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Michele_Bravi', 'Rkomi')",91
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Michele_Bravi', 'Tananai')",91
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Michele_Bravi', 'Yuman')",89
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Noemi', 'Rkomi')",92
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Noemi', 'Tananai')",92
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Noemi', 'Yuman')",90
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Rkomi', 'Sangiovanni')",94
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Rkomi', 'Tananai')",84
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Rkomi', 'Yuman')",82
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Sangiovanni', 'Tananai')",94
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Sangiovanni', 'Yuman')",92
"('Ana_Mena', 'Dargen_DAmico', 'Gianni_Morandi', 'Tananai', 'Yuman')",82
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Giusy_Ferreri', 'Highsnob_e_Hu')",81
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Giusy_Ferreri', 'Irama')",91
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Giusy_Ferreri', 'Iva_Zanicchi')",80
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista')",85
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Giusy_Ferreri', 'Le_Vibrazioni')",87
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Giusy_Ferreri', 'Massimo_Ranieri')",86
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Giusy_Ferreri', 'Matteo_Romano')",80
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Giusy_Ferreri', 'Michele_Bravi')",89
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Giusy_Ferreri', 'Noemi')",90
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Giusy_Ferreri', 'Rkomi')",82
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Giusy_Ferreri', 'Sangiovanni')",92
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Giusy_Ferreri', 'Tananai')",82
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Giusy_Ferreri', 'Yuman')",80
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Highsnob_e_Hu', 'Irama')",88
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Highsnob_e_Hu', 'Iva_Zanicchi')",77
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista')",82
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Highsnob_e_Hu', 'Le_Vibrazioni')",84
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Highsnob_e_Hu', 'Mahmood_e_Blanco')",98
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Highsnob_e_Hu', 'Massimo_Ranieri')",83
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Highsnob_e_Hu', 'Matteo_Romano')",77
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Highsnob_e_Hu', 'Michele_Bravi')",86
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Highsnob_e_Hu', 'Noemi')",87
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Highsnob_e_Hu', 'Rkomi')",79
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Highsnob_e_Hu', 'Sangiovanni')",89
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Highsnob_e_Hu', 'Tananai')",79
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Highsnob_e_Hu', 'Yuman')",77
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Irama', 'Iva_Zanicchi')",87
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Irama', 'La_Rappresentante_di_Lista')",92
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Irama', 'Le_Vibrazioni')",94
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Irama', 'Massimo_Ranieri')",93
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Irama', 'Matteo_Romano')",87
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Irama', 'Michele_Bravi')",96
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Irama', 'Noemi')",97
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Irama', 'Rkomi')",89
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Irama', 'Sangiovanni')",99
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Irama', 'Tananai')",89
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Irama', 'Yuman')",87
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista')",81
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Iva_Zanicchi', 'Le_Vibrazioni')",83
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Iva_Zanicchi', 'Mahmood_e_Blanco')",97
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Iva_Zanicchi', 'Massimo_Ranieri')",82
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Iva_Zanicchi', 'Matteo_Romano')",76
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Iva_Zanicchi', 'Michele_Bravi')",85
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Iva_Zanicchi', 'Noemi')",86
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Iva_Zanicchi', 'Rkomi')",78
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Iva_Zanicchi', 'Sangiovanni')",88
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Iva_Zanicchi', 'Tananai')",78
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Iva_Zanicchi', 'Yuman')",76
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni')",88
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri')",87
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'La_Rappresentante_di_Lista', 'Matteo_Romano')",81
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'La_Rappresentante_di_Lista', 'Michele_Bravi')",90
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'La_Rappresentante_di_Lista', 'Noemi')",91
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'La_Rappresentante_di_Lista', 'Rkomi')",83
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'La_Rappresentante_di_Lista', 'Sangiovanni')",93
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'La_Rappresentante_di_Lista', 'Tananai')",83
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'La_Rappresentante_di_Lista', 'Yuman')",81
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Le_Vibrazioni', 'Massimo_Ranieri')",89
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Le_Vibrazioni', 'Matteo_Romano')",83
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Le_Vibrazioni', 'Michele_Bravi')",92
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Le_Vibrazioni', 'Noemi')",93
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Le_Vibrazioni', 'Rkomi')",85
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Le_Vibrazioni', 'Sangiovanni')",95
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Le_Vibrazioni', 'Tananai')",85
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Le_Vibrazioni', 'Yuman')",83
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Mahmood_e_Blanco', 'Matteo_Romano')",97
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Mahmood_e_Blanco', 'Rkomi')",99
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Mahmood_e_Blanco', 'Tananai')",99
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Mahmood_e_Blanco', 'Yuman')",97
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Matteo_Romano')",82
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Michele_Bravi')",91
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Noemi')",92
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Rkomi')",84
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Sangiovanni')",94
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Tananai')",84
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Massimo_Ranieri', 'Yuman')",82
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Matteo_Romano', 'Michele_Bravi')",85
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Matteo_Romano', 'Noemi')",86
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Matteo_Romano', 'Rkomi')",78
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Matteo_Romano', 'Sangiovanni')",88
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Matteo_Romano', 'Tananai')",78
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Matteo_Romano', 'Yuman')",76
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Michele_Bravi', 'Noemi')",95
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Michele_Bravi', 'Rkomi')",87
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Michele_Bravi', 'Sangiovanni')",97
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Michele_Bravi', 'Tananai')",87
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Michele_Bravi', 'Yuman')",85
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Noemi', 'Rkomi')",88
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Noemi', 'Sangiovanni')",98
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Noemi', 'Tananai')",88
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Noemi', 'Yuman')",86
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Rkomi', 'Sangiovanni')",90
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Rkomi', 'Tananai')",80
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Rkomi', 'Yuman')",78
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Sangiovanni', 'Tananai')",90
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Sangiovanni', 'Yuman')",88
"('Ana_Mena', 'Dargen_DAmico', 'Giovanni_Truppi', 'Tananai', 'Yuman')",78
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Irama')",90
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Iva_Zanicchi')",79
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'La_Rappresentante_di_Lista')",84
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Le_Vibrazioni')",86
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Mahmood_e_Blanco')",100
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Massimo_Ranieri')",85
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Matteo_Romano')",79
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Michele_Bravi')",88
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Noemi')",89
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Rkomi')",81
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Sangiovanni')",91
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Tananai')",81
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Highsnob_e_Hu', 'Yuman')",79
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Irama', 'Iva_Zanicchi')",89
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Irama', 'La_Rappresentante_di_Lista')",94
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Irama', 'Le_Vibrazioni')",96
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Irama', 'Massimo_Ranieri')",95
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Irama', 'Matteo_Romano')",89
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Irama', 'Michele_Bravi')",98
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Irama', 'Noemi')",99
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Irama', 'Rkomi')",91
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Irama', 'Tananai')",91
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Irama', 'Yuman')",89
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Iva_Zanicchi', 'La_Rappresentante_di_Lista')",83
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Le_Vibrazioni')",85
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Mahmood_e_Blanco')",99
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Massimo_Ranieri')",84
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Matteo_Romano')",78
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Michele_Bravi')",87
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Noemi')",88
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Rkomi')",80
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Sangiovanni')",90
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Tananai')",80
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Iva_Zanicchi', 'Yuman')",78
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Le_Vibrazioni')",90
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Massimo_Ranieri')",89
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Matteo_Romano')",83
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Michele_Bravi')",92
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Noemi')",93
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Rkomi')",85
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Sangiovanni')",95
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Tananai')",85
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'La_Rappresentante_di_Lista', 'Yuman')",83
"('Ana_Mena', 'Dargen_DAmico', 'Giusy_Ferreri', 'Le_Vibrazioni', 'Massimo_Ranieri')",91
